Machine_ID,Machine_Type,Installation_Year,Operational_Hours,Temperature_C,Vibration_mms,Sound_dB,Oil_Level_pct,Coolant_Level_pct,Power_Consumption_kW,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,AI_Supervision,Error_Codes_Last_30_Days,Remaining_Useful_Life_days,Failure_Within_7_Days,Laser_Intensity,Hydraulic_Pressure_bar,Coolant_Flow_L_min,Heat_Index,AI_Override_Events
MC_018068,XRay_Inspector,2024,708,43.12,9.73,74.08,19.17,79.81,-21.89,251,3,1,TRUE,4,984,FALSE,,,,,1
MC_018075,AGV,2021,57333,80.59,3.84,72.32,80,71.07,5.63,172,9,4,TRUE,3,469,FALSE,,,,,2
MC_018089,Crane,2018,73611,28.69,7.77,67.09,66.94,82.38,213.76,291,5,3,FALSE,3,288,FALSE,,,,,0
MC_018184,Robot_Arm,2021,3378,50.79,13.33,62.4,76.18,67.4,-45.9,163,4,3,FALSE,3,856,FALSE,,,,,0
MC_018202,Carton_Former,2023,708,37.07,4.77,88.11,66.36,77.16,137.8,2,4,5,TRUE,6,975,FALSE,,,,,6
MC_018212,Hydraulic_Press,2017,6026,51.79,7.15,64.69,33.03,52.57,50.06,364,4,0,FALSE,4,850,FALSE,,95.18,,,0
MC_018251,CNC_Lathe,2025,24934,60.45,2.33,75.44,92.12,70.55,211,90,4,2,FALSE,3,643,FALSE,,,32.7,,0
MC_018273,Forklift_Electric,2022,74357,71.75,9.4,69.79,67.1,62.44,122.27,105,4,1,FALSE,8,163,FALSE,,,,,0
MC_018285,CNC_Mill,2018,35910,74.3,11.7,89.49,75.61,46.91,-16.28,336,6,2,FALSE,2,613,FALSE,,,38.08,,0
MC_018287,Compressor,2020,347,66.32,3.67,85.38,85.23,68.31,175.9,296,4,1,FALSE,1,1012,FALSE,,,,,0
MC_018353,3D_Printer,2024,88896,74.88,10.51,77.14,92.35,67.4,109.91,261,2,4,FALSE,3,25,FALSE,,,,,0
MC_018362,Crane,2025,30523,64.17,17.58,77.68,51.58,90.33,157.11,206,8,3,TRUE,3,611,FALSE,,,,,3
MC_018399,XRay_Inspector,2024,63519,26.19,5.14,78,100,50.37,153.43,237,2,0,FALSE,3,316,FALSE,,,,,0
MC_018405,3D_Printer,2021,2427,70.25,8.37,70.4,50.75,37.59,152.15,170,9,0,FALSE,3,941,FALSE,,,,,0
MC_018420,Furnace,2016,4308,63.82,9.53,53.14,72.53,71.15,138.17,288,8,0,TRUE,2,937,FALSE,,,,468.7,4
MC_018438,Injection_Molder,2023,47299,67.2,4.53,73.16,78.93,100,269.36,188,3,2,FALSE,4,441,FALSE,,109.96,,,0
MC_018469,Mixer,2017,2565,54.64,10.82,80.5,81.45,50.94,145.49,334,6,2,TRUE,4,968,FALSE,,,,,3
MC_018470,Shrink_Wrapper,2020,4512,31.69,2.42,86.88,100,93.12,178.66,318,4,1,FALSE,4,997,FALSE,,,,,0
MC_018487,Robot_Arm,2025,22789,59.3,12.62,63.06,57.03,47.38,67.78,123,4,2,FALSE,2,741,FALSE,,,,,0
MC_018502,Compressor,2021,27326,36.17,7.12,65.62,96.19,59.72,102.78,16,8,4,FALSE,5,599,FALSE,,,,,0
MC_018511,Industrial_Chiller,2018,19926,32.53,11.18,76.38,88.57,94.02,130.08,161,5,2,FALSE,5,777,FALSE,,,42.1,,0
MC_018530,XRay_Inspector,2016,1501,43.82,-1.02,62.01,62.43,71.28,172.53,244,3,3,TRUE,3,1080,FALSE,,,,,1
MC_018580,CNC_Lathe,2017,54313,52.71,6.22,71.18,74.43,93.55,315.74,113,4,1,TRUE,1,459,FALSE,,,44.3,,2
MC_018734,Mixer,2015,57254,87.13,8.93,61.97,96.94,0,28.88,184,7,1,TRUE,2,363,FALSE,,,,,1
MC_018766,Heat_Exchanger,2025,1714,52.06,12.62,75.04,60.72,49.6,187.95,81,7,1,TRUE,4,961,FALSE,,,,495.57,2
MC_018811,CNC_Mill,2017,85341,43.43,14.57,63.27,62.19,100,156.32,298,3,1,TRUE,2,121,FALSE,,,36.01,,3
MC_018832,XRay_Inspector,2019,59143,69.35,13.83,68.12,67,79.77,141.4,286,4,3,FALSE,3,321,FALSE,,,,,0
MC_018842,Robot_Arm,2024,36828,63.06,0.67,74.37,90.25,100,196.53,300,5,4,FALSE,3,616,FALSE,,,,,0
MC_018881,Crane,2018,48980,49.34,15.67,70.15,63.14,63.56,23.14,256,6,1,TRUE,0,386,FALSE,,,,,0
MC_018899,Injection_Molder,2024,54008,66.32,13.45,89.08,92.2,62.01,27.09,183,9,2,FALSE,2,406,FALSE,,118.9,,,0
MC_018974,Mixer,2015,72876,53.97,16.21,91.13,80.83,38.3,136.33,326,6,4,TRUE,1,215,FALSE,,,,,1
MC_018977,AGV,2017,90560,82.89,13.82,67.91,88.22,41.81,167.25,246,5,4,FALSE,4,20,FALSE,,,,,0
MC_018993,Laser_Cutter,2020,27221,88.75,17.78,79.27,49.02,60.93,172.03,24,2,1,TRUE,3,727,FALSE,71.13,,,,3
MC_019012,CNC_Mill,2019,52074,56.88,7.49,76.26,61.3,48.84,135.94,112,5,6,TRUE,3,542,FALSE,,,61.42,,0
MC_019072,Mixer,2015,92417,25.6,14.5,60.76,66.74,40.08,316.54,289,6,3,FALSE,3,39,FALSE,,,,,0
MC_019087,Press_Brake,2017,97262,68.69,12.31,55.4,85.17,44.88,140.11,300,4,3,TRUE,3,0,TRUE,,,,,1
MC_019096,Automated_Screwdriver,2022,44717,54.09,18.12,83.93,89.28,94.73,96.75,169,8,3,FALSE,2,494,FALSE,,,,,0
MC_019199,Laser_Cutter,2015,46425,62.48,22.57,88.3,44.75,87.73,260.02,139,6,5,TRUE,0,443,FALSE,90.51,,,,3
MC_019215,Press_Brake,2019,16602,84.5,17.2,81.2,56.78,73.75,160.98,89,7,2,TRUE,0,758,FALSE,,,,,3
MC_019243,Carton_Former,2021,72920,98.88,10.59,89.63,34.22,3.24,212.59,313,5,3,FALSE,1,268,FALSE,,,,,0
MC_019260,Hydraulic_Press,2022,33319,60.3,3.94,67.88,68.17,29.61,137.32,335,7,2,FALSE,4,583,FALSE,,111.26,,,0
MC_019307,XRay_Inspector,2020,92102,92.01,11.19,73.48,47.35,47.41,52.97,42,5,0,TRUE,1,0,TRUE,,,,,0
MC_019312,Palletizer,2018,94709,64.81,5.17,79.04,99.95,22.08,156.78,114,8,2,FALSE,0,0,TRUE,,,,,0
MC_019392,CMM,2018,88506,44.94,8.67,86.69,64.25,44.54,172.17,72,6,0,FALSE,1,24,FALSE,,,,,0
MC_019404,Crane,2022,96956,66.29,9.87,84.46,77.64,100,157.22,52,5,1,TRUE,3,50,FALSE,,,,,1
MC_019449,Furnace,2017,78038,84.91,17.54,77.89,50.11,85.53,314.18,55,3,2,FALSE,4,140,FALSE,,,,636.78,0
MC_019471,Laser_Cutter,2019,37070,41.98,0.94,63.47,51.24,76.51,58.6,29,5,3,TRUE,2,670,FALSE,69.66,,,,0
MC_019484,Hydraulic_Press,2025,39108,62.16,15.46,64.55,43.19,51.26,75.44,221,5,2,FALSE,1,453,FALSE,,149.69,,,0
MC_019543,Forklift_Electric,2021,69662,80.28,14.91,89.68,83.99,93.07,127.32,233,5,1,FALSE,0,275,FALSE,,,,,0
MC_019564,Robot_Arm,2022,97528,63.62,10.94,82.11,74.81,29.85,6.59,48,5,3,FALSE,0,0,TRUE,,,,,0
MC_019580,Compressor,2015,66823,47.51,16.06,70.55,74.11,35.09,110.55,318,4,1,FALSE,3,277,FALSE,,,,,0
MC_019690,Forklift_Electric,2023,37602,61.39,8.65,96.51,79.87,73.07,225.47,270,6,2,FALSE,2,577,FALSE,,,,,0
MC_019702,Press_Brake,2019,35440,57.34,11.8,89.5,65.84,11.9,213.56,258,2,1,FALSE,6,616,FALSE,,,,,0
MC_019807,Boiler,2025,85991,74.66,9.21,66.52,74.64,67.72,23.88,185,5,0,TRUE,3,41,FALSE,,,,521.2,3
MC_019850,Dryer,2024,82825,67.71,8.91,73.76,38.25,95.12,131.97,223,9,1,FALSE,6,140,FALSE,,,,,0
MC_019874,AGV,2022,82277,61.64,18.6,87.24,100,87.78,166.49,276,7,3,FALSE,3,115,FALSE,,,,,0
MC_019983,Robot_Arm,2016,5447,82.38,14.64,73.96,91.57,72.7,108.72,253,3,1,FALSE,2,1019,FALSE,,,,,0
MC_020019,Pump,2019,64278,65.59,7.06,74.48,50.99,90.12,-13.99,115,6,2,TRUE,2,365,FALSE,,,,,1
MC_020030,Furnace,2020,61798,59.88,12.14,84.36,88.47,98.08,245.71,326,5,2,FALSE,3,371,FALSE,,,,425.16,0
MC_020091,Injection_Molder,2019,81287,49.88,9.7,64.47,63.79,80.9,158.99,16,3,1,FALSE,3,145,FALSE,,87.68,,,0
MC_020120,Labeler,2015,50613,71.51,9.56,94.46,72,75.36,17.57,360,2,3,FALSE,2,496,FALSE,,,,,0
MC_020129,Automated_Screwdriver,2024,63345,73.99,6.85,78.21,80.06,68.3,148.92,118,4,0,FALSE,1,331,FALSE,,,,,0
MC_020152,Automated_Screwdriver,2023,99179,95.07,8.67,60.93,100,64.88,137.8,77,6,1,FALSE,3,0,TRUE,,,,,0
MC_020160,CNC_Lathe,2021,77668,29.41,10.62,84.11,100,33.56,67.86,53,6,3,TRUE,4,298,FALSE,,,32.55,,5
MC_020171,Press_Brake,2016,50762,71.86,14.55,63.82,89.47,72.71,126.69,314,9,1,TRUE,2,410,FALSE,,,,,1
MC_020259,Automated_Screwdriver,2020,59800,53.31,3.94,95.93,62.57,39.83,76.78,240,3,5,TRUE,2,350,FALSE,,,,,1
MC_020344,CMM,2017,81265,50.71,15.89,60.35,75.29,55.35,125.59,207,11,2,FALSE,4,134,FALSE,,,,,0
MC_020347,Press_Brake,2021,24675,70.22,3.91,81.28,96.03,81.55,263.77,259,2,0,FALSE,2,795,FALSE,,,,,0
MC_020357,Forklift_Electric,2016,42277,55.61,6.4,66.77,82.4,26.91,227.43,235,6,1,FALSE,1,471,FALSE,,,,,0
MC_020384,XRay_Inspector,2018,59842,50.73,6.63,78.9,40.19,77.04,149.43,13,5,0,TRUE,2,409,FALSE,,,,,6
MC_020417,Vision_System,2015,54621,71,17.53,74.42,46.13,100,45.26,189,3,4,FALSE,3,390,FALSE,,,,,0
MC_020522,Hydraulic_Press,2017,96369,64.21,16.9,68.65,64.54,10.07,148.83,165,4,2,FALSE,2,0,TRUE,,107.3,,,0
MC_020533,Boiler,2022,63570,79.6,7.14,69.13,73.17,91.55,153.45,83,6,1,TRUE,2,326,FALSE,,,,487.37,2
MC_020656,Crane,2018,85748,40.38,17.27,61.87,96.16,69.37,171.69,251,4,1,FALSE,2,115,FALSE,,,,,0
MC_020795,Shuttle_System,2025,94100,59.47,8.05,81.23,76.78,77.42,194.71,145,4,8,TRUE,2,92,FALSE,,,,,0
MC_020874,Valve_Controller,2021,61961,78.5,2.11,86.95,80.48,69.04,72.37,140,6,1,FALSE,2,328,FALSE,,,,,0
MC_020908,Boiler,2019,23468,55.34,10.05,83.6,82.18,41.56,241.94,315,5,2,TRUE,1,801,FALSE,,,,483.08,0
MC_020915,Shuttle_System,2024,63196,67.29,13.35,86.29,93.62,45.31,94.48,198,3,0,TRUE,3,396,FALSE,,,,,2
MC_020916,Shuttle_System,2022,55916,88.34,6.45,59.02,40.6,100,161.22,365,3,4,TRUE,2,410,FALSE,,,,,4
MC_020954,Shrink_Wrapper,2023,41252,44.32,7.3,64.8,78.52,100,128.82,126,9,1,TRUE,3,625,FALSE,,,,,6
MC_021033,AGV,2024,39047,41.76,7.16,86.67,68.68,39.9,86.08,176,6,6,FALSE,1,583,FALSE,,,,,0
MC_021051,Forklift_Electric,2017,53951,36.41,0.79,68.7,65.17,35.91,143.6,355,3,4,FALSE,5,427,FALSE,,,,,0
MC_021096,Laser_Cutter,2025,62099,69.95,-1.12,69.05,65.66,9.78,31.02,258,6,2,TRUE,1,370,FALSE,64.25,,,,1
MC_021132,Forklift_Electric,2023,47297,57.05,5.32,71.34,36.38,46.52,234.73,225,5,2,TRUE,2,483,FALSE,,,,,5
MC_021154,CNC_Mill,2018,55233,43.43,11.66,77.16,92.9,71.95,199.17,279,1,1,TRUE,0,424,FALSE,,,46.21,,3
MC_021210,Conveyor_Belt,2019,93295,72.93,6.32,84.68,58.42,38.01,276.25,202,5,3,TRUE,3,32,FALSE,,,,,3
MC_021225,Shuttle_System,2016,818,55.69,1.37,53.92,69.34,93.9,164.37,256,5,1,FALSE,5,917,FALSE,,,,,0
MC_021277,XRay_Inspector,2017,89535,65.92,11.11,71.61,72.92,99.55,100.75,143,4,1,FALSE,1,39,FALSE,,,,,0
MC_021382,Robot_Arm,2016,80155,60.87,17.31,60.41,89.75,82.47,73.55,26,4,1,FALSE,0,177,FALSE,,,,,0
MC_021517,AGV,2020,4776,41.75,7.78,67.7,50.77,74.51,211.94,0,4,1,FALSE,3,861,FALSE,,,,,0
MC_021540,Industrial_Chiller,2016,37561,56.54,16.69,69.7,83.9,59.21,244.01,147,2,1,FALSE,5,545,FALSE,,,41.35,,0
MC_021542,CMM,2015,11512,63.38,7,83.66,83.23,82.79,188.36,215,9,0,FALSE,4,915,FALSE,,,,,0
MC_021589,Press_Brake,2025,61940,44.33,14.53,60.77,91.38,49.57,88.04,55,7,1,FALSE,3,235,FALSE,,,,,0
MC_021596,Boiler,2022,695,74.25,15.8,63.58,60.64,26.28,198.3,359,1,3,TRUE,1,945,FALSE,,,,451.5,0
MC_021631,Heat_Exchanger,2024,31811,72.78,9.43,94.67,49.05,70.72,196.71,290,8,3,TRUE,4,602,FALSE,,,,482.73,2
MC_021726,CNC_Lathe,2025,22383,65.57,-1.02,69.81,64.51,52.15,57.61,221,0,1,FALSE,4,819,FALSE,,,32.08,,0
MC_021745,Press_Brake,2023,70494,44.96,7.59,75.79,78.85,96.34,226.68,47,7,6,FALSE,3,229,FALSE,,,,,0
MC_021762,CMM,2017,7669,57.8,10.98,77.98,39.98,76.13,289.54,8,2,3,FALSE,2,817,FALSE,,,,,0
MC_021772,Heat_Exchanger,2020,24197,73.54,4.17,83.93,56.95,35.12,231.79,44,3,1,TRUE,2,727,FALSE,,,,484.63,2
MC_021827,Conveyor_Belt,2019,15562,45.54,11.96,86.91,61.29,68.75,146.18,360,7,3,FALSE,4,852,FALSE,,,,,0
MC_021916,Robot_Arm,2021,62841,66.46,21.07,73.74,89.12,61.55,176,49,4,2,FALSE,7,299,FALSE,,,,,0
MC_021920,Robot_Arm,2016,37405,79.24,15.51,73.43,82.79,62.17,184.54,237,7,1,TRUE,4,534,FALSE,,,,,2
MC_021947,Palletizer,2018,38850,82.47,9.58,74.03,81.78,14.26,19.6,206,6,5,FALSE,5,537,FALSE,,,,,0
MC_021967,Robot_Arm,2023,8402,50.01,1.35,74.72,93.92,44.41,266.63,85,3,0,TRUE,3,889,FALSE,,,,,2
MC_022023,Boiler,2022,50555,50.52,9.68,95.3,43.69,91.2,148.18,166,3,1,TRUE,2,421,FALSE,,,,554.42,3
MC_022071,Grinder,2016,7680,46.98,2.97,70.53,75.43,35.16,177.58,154,8,5,TRUE,8,824,FALSE,,,,,0
MC_022136,Mixer,2019,46741,42.19,3.94,73.25,28.65,85.62,33.66,289,3,4,FALSE,5,502,FALSE,,,,,0
MC_022246,Press_Brake,2018,55514,60.78,5.66,77.12,86.22,49.83,72.61,331,5,2,FALSE,1,403,FALSE,,,,,0
MC_022278,Compressor,2025,96009,56.81,3.82,90.57,61.08,28.88,118.49,325,5,2,FALSE,0,23,FALSE,,,,,0
MC_022359,Pick_and_Place,2015,33265,93.1,16.86,78.13,85.86,94.2,47.42,91,8,4,FALSE,4,678,FALSE,,,,,0
MC_022390,XRay_Inspector,2024,58079,67.57,8.67,79.17,61.5,40.87,205.61,23,3,2,FALSE,2,312,FALSE,,,,,0
MC_022402,Press_Brake,2020,34459,83.76,11.36,84.29,75.11,46.87,201.81,365,5,2,FALSE,4,619,FALSE,,,,,0
MC_022435,XRay_Inspector,2023,14744,60.65,14.28,79.34,64.78,34.94,107.03,40,7,1,FALSE,3,733,FALSE,,,,,0
MC_022466,Pick_and_Place,2016,99622,32,14.66,67.4,82.9,50.57,147.77,136,4,2,FALSE,2,0,TRUE,,,,,0
MC_022506,Industrial_Chiller,2016,63501,79.4,9.39,76.02,91.58,57.63,245.66,23,3,2,FALSE,1,246,FALSE,,,29.62,,0
MC_022578,Furnace,2015,91167,49.11,-2.25,67.46,62.55,80.41,206.49,218,3,1,TRUE,4,65,FALSE,,,,468.97,7
MC_022697,Industrial_Chiller,2019,47118,71.44,13.21,74.64,40.96,100,-30.96,208,1,3,TRUE,1,410,FALSE,,,52.51,,2
MC_022717,Valve_Controller,2025,29296,54.4,13.89,58.58,54.31,80.69,128.14,104,4,1,FALSE,1,667,FALSE,,,,,0
MC_022730,CNC_Lathe,2022,4109,48.43,2.45,70.13,45.65,69.48,310.23,361,5,3,TRUE,2,994,FALSE,,,24.75,,1
MC_022759,XRay_Inspector,2020,67576,67.74,11.29,83.83,71.2,44.88,169.16,137,4,1,FALSE,4,225,FALSE,,,,,0
MC_022798,CNC_Mill,2018,28243,67.49,6.58,73.93,48.48,53,68.66,16,3,0,FALSE,2,711,FALSE,,,41.89,,0
MC_023005,Pump,2022,69833,60.2,0.24,79.9,50.84,81.78,277.35,270,3,2,FALSE,4,351,FALSE,,,,,0
MC_023066,Shrink_Wrapper,2015,48007,51.43,15.65,64.62,100,8.25,199.12,52,3,1,FALSE,2,439,FALSE,,,,,0
MC_023153,Shrink_Wrapper,2020,99502,46.78,5.62,66.27,81.38,46.14,209.48,223,7,3,FALSE,2,0,TRUE,,,,,0
MC_023164,Shuttle_System,2024,41919,30.21,3.11,81.72,43,86.11,56.9,240,8,2,FALSE,1,581,FALSE,,,,,0
MC_023186,Vision_System,2023,30071,48.76,8.53,85.07,100,62.14,171.56,365,2,1,FALSE,2,610,FALSE,,,,,0
MC_023232,Crane,2021,11893,85.02,9.34,61.19,75.32,59.38,86.7,37,9,2,FALSE,4,797,FALSE,,,,,0
MC_023294,Valve_Controller,2016,78024,63.17,18.87,66.56,90.54,53.54,195.38,7,6,3,TRUE,3,205,FALSE,,,,,2
MC_023336,Vacuum_Packer,2018,55894,77.41,10.98,73.46,55.87,97.44,157.73,32,7,0,TRUE,2,398,FALSE,,,,,4
MC_023536,CNC_Lathe,2019,86880,53.28,15.57,66.53,100,57.02,302.71,323,4,2,FALSE,3,89,FALSE,,,49.97,,0
MC_023734,Vacuum_Packer,2016,83765,70.91,15.06,78.85,67.97,71.56,120.15,230,7,2,FALSE,4,72,FALSE,,,,,0
MC_023838,CNC_Mill,2022,73044,62.77,4.93,71.55,43.25,80.26,35.61,95,3,3,FALSE,3,236,FALSE,,,50.36,,0
MC_023847,Vacuum_Packer,2020,35644,83.82,7.12,63.18,96.25,66.65,252.79,8,7,3,FALSE,1,572,FALSE,,,,,0
MC_023976,Pump,2021,22813,63.02,3.18,75.92,77.89,35.38,137.64,253,2,2,FALSE,4,692,FALSE,,,,,0
MC_023982,Pick_and_Place,2024,92988,46.29,6.34,73.9,58.57,53.87,166.24,332,4,3,FALSE,0,67,FALSE,,,,,0
MC_024116,CNC_Lathe,2016,25690,49.83,6.3,53.16,58.39,67.65,213.71,299,9,3,FALSE,3,708,FALSE,,,43.79,,0
MC_024253,Injection_Molder,2024,94724,54.51,9.35,82.56,82.45,79.39,165.17,257,6,2,FALSE,6,0,TRUE,,124.15,,,0
MC_024311,Grinder,2016,15700,73.39,-1.3,65.64,49.46,60.81,85.27,339,8,2,FALSE,3,830,FALSE,,,,,0
MC_024393,Conveyor_Belt,2018,86330,42.07,10.7,85.33,100,59.69,144.75,343,2,4,FALSE,3,126,FALSE,,,,,0
MC_024404,Heat_Exchanger,2023,18976,42.69,10.73,80.69,64.35,62.19,15.15,252,9,5,FALSE,2,764,FALSE,,,,459.81,0
MC_024450,Pump,2025,98494,43.27,13.28,64.94,80.76,65.44,208.65,79,5,2,FALSE,1,0,TRUE,,,,,0
MC_024531,Vacuum_Packer,2017,13816,56.63,15.36,64.21,97.37,39.11,279.07,0,2,0,FALSE,2,823,FALSE,,,,,0
MC_024791,3D_Printer,2021,10676,57.52,3.58,75.53,94.37,62.74,154.68,133,4,3,FALSE,3,855,FALSE,,,,,0
MC_024836,Automated_Screwdriver,2018,63481,70.35,11.54,73.54,41.45,37.05,275.09,174,6,1,FALSE,3,287,FALSE,,,,,0
MC_024849,Vacuum_Packer,2019,4445,45.05,7.17,74.38,63.34,42.99,129.64,203,3,2,TRUE,5,959,FALSE,,,,,3
MC_024871,Boiler,2021,47113,73.08,11.59,81.61,54.41,49.27,163,361,7,2,FALSE,0,468,FALSE,,,,553.91,0
MC_024923,Automated_Screwdriver,2025,26619,64.58,11.89,97.23,100,56.45,-8.43,284,7,2,FALSE,4,597,FALSE,,,,,0
MC_024952,Hydraulic_Press,2022,48145,80.84,10.8,56.73,94.69,43.14,217.79,289,5,1,TRUE,5,537,FALSE,,94.49,,,1
MC_025010,Press_Brake,2023,22219,49.45,9.7,62.46,98.18,58.12,92.55,226,5,2,FALSE,1,745,FALSE,,,,,0
MC_025267,Industrial_Chiller,2019,7059,67.33,13.79,84.2,45.13,38.61,97.71,189,5,1,FALSE,3,883,FALSE,,,37,,0
MC_025302,Conveyor_Belt,2017,88036,75.64,10.48,88.46,82.79,61.17,132.14,261,2,1,TRUE,3,1,TRUE,,,,,1
MC_025311,Automated_Screwdriver,2016,3260,73.79,3.52,64.62,85.02,79.44,228.79,166,3,1,TRUE,6,886,FALSE,,,,,2
MC_025324,Labeler,2020,47494,58.7,9.26,90.15,85.39,32.94,160.83,353,4,2,FALSE,1,499,FALSE,,,,,0
MC_025371,3D_Printer,2024,54632,51.28,14.05,73.1,58.2,57.35,226.79,292,5,3,FALSE,2,376,FALSE,,,,,0
MC_025396,Vision_System,2015,81145,72.21,-0.3,86.58,100,65.19,182.86,235,6,2,TRUE,2,151,FALSE,,,,,1
MC_025415,Compressor,2018,9338,76.97,7.42,77.52,43.19,83.07,185.16,83,4,2,TRUE,4,879,FALSE,,,,,0
MC_025421,Heat_Exchanger,2024,46839,75.47,1.73,92.72,60.04,90.65,37.57,65,9,1,FALSE,4,508,FALSE,,,,491.83,0
MC_025448,Mixer,2015,66478,56.02,8.38,79.19,71.98,83.05,99.13,17,5,2,FALSE,1,285,FALSE,,,,,0
MC_025469,Laser_Cutter,2021,4339,67.72,9.79,71.47,95.93,53.08,115.06,130,3,3,FALSE,2,955,FALSE,81.9,,,,0
MC_025644,Dryer,2018,88239,56.37,4.78,72.38,92.82,57.22,155.48,328,3,2,FALSE,2,22,FALSE,,,,,0
MC_025668,Conveyor_Belt,2021,67098,40.96,-2.18,81.44,59.05,45.65,262.34,189,5,3,FALSE,4,383,FALSE,,,,,0
MC_025747,Injection_Molder,2023,70885,45.65,3.78,77.31,100,62.09,186.99,154,4,1,FALSE,3,330,FALSE,,92.36,,,0
MC_025779,Grinder,2020,93352,78.73,12.92,64.27,63.32,27.78,98.09,110,6,2,FALSE,3,0,TRUE,,,,,0
MC_025911,Robot_Arm,2023,12943,52.53,7.38,70.76,62.98,45.64,250.83,58,6,5,FALSE,3,821,FALSE,,,,,0
MC_025967,Injection_Molder,2015,33365,72.56,5.5,70.51,76.49,46.54,101.08,322,10,1,FALSE,1,618,FALSE,,131.68,,,0
MC_026000,Shuttle_System,2022,7498,47.65,11.49,64.43,35.86,44.02,55.07,233,7,5,FALSE,2,867,FALSE,,,,,0
MC_026088,Compressor,2016,75331,56.17,8.96,77.52,99.54,68.8,102.18,179,9,2,TRUE,4,174,FALSE,,,,,1
MC_026152,Labeler,2025,86634,69.84,9.41,76.5,42.92,23.88,120.21,324,7,5,TRUE,2,117,FALSE,,,,,2
MC_026194,Compressor,2024,18702,58.91,13.77,68.93,50.35,94.41,71.18,28,7,1,TRUE,2,883,FALSE,,,,,4
MC_026263,Palletizer,2018,73709,58,15.44,86.65,83.41,53.53,279.18,68,5,3,FALSE,2,182,FALSE,,,,,0
MC_026300,Industrial_Chiller,2025,83138,58.99,15.92,79.14,59.15,19.31,144.82,113,8,3,FALSE,2,208,FALSE,,,46.97,,0
MC_026313,XRay_Inspector,2019,37432,59.83,17.67,71.37,49,76.05,169.02,4,5,1,FALSE,1,570,FALSE,,,,,0
MC_026420,Robot_Arm,2024,82519,63.52,7.54,63.31,92,66.55,167.26,74,8,1,TRUE,1,98,FALSE,,,,,1
MC_026434,Industrial_Chiller,2017,33693,52.09,17.39,89.79,89.52,84.21,200.83,259,4,2,FALSE,1,530,FALSE,,,42.61,,0
MC_026468,Palletizer,2018,23042,77.98,11.62,66.57,78.3,71.41,101.95,61,0,2,TRUE,6,695,FALSE,,,,,3
MC_026507,CNC_Lathe,2023,25127,74.6,5.15,61.03,47.58,57.79,62.45,108,5,2,TRUE,3,682,FALSE,,,60.77,,0
MC_026624,Injection_Molder,2023,25954,34.09,8.54,85.92,80.68,80.01,241.37,134,4,3,TRUE,5,690,FALSE,,117.3,,,3
MC_026683,Carton_Former,2016,39541,73.75,9.16,85.85,71.27,66.42,239.88,139,3,2,TRUE,3,536,FALSE,,,,,2
MC_026801,Crane,2020,18413,51.05,6.39,77.79,92.52,67.64,145.52,97,5,4,FALSE,2,797,FALSE,,,,,0
MC_026838,CMM,2022,13372,67.24,10.74,69.74,46.63,69.61,199.2,116,3,2,TRUE,2,798,FALSE,,,,,2
MC_026843,Hydraulic_Press,2021,97501,73.57,7.16,70.58,100,50.32,127.91,252,5,1,TRUE,3,6,TRUE,,119.19,,,1
MC_026852,Carton_Former,2025,19067,63.95,9.7,83.9,62.7,77.78,172.06,195,4,2,FALSE,3,742,FALSE,,,,,0
MC_026983,Robot_Arm,2020,24640,48.64,11.15,73.19,43,37.69,113.82,283,5,3,FALSE,3,756,FALSE,,,,,0
MC_027019,Robot_Arm,2025,39818,39.76,3.94,95.43,63.5,36.99,201.46,244,2,1,FALSE,3,586,FALSE,,,,,0
MC_027072,3D_Printer,2015,22255,88.16,10.69,85.52,100,66.18,133.59,66,6,0,FALSE,2,740,FALSE,,,,,0
MC_027223,Dryer,2024,95183,45.32,18.56,60.49,35.27,1.16,96.17,34,3,1,FALSE,0,23,FALSE,,,,,0
MC_027279,Hydraulic_Press,2019,73115,37.14,11.7,65.8,84,76.96,143.16,282,6,2,TRUE,6,255,FALSE,,112.45,,,0
MC_027313,Automated_Screwdriver,2017,35617,34.73,5.81,51.18,55.03,52.45,340.14,3,2,1,FALSE,4,607,FALSE,,,,,0
MC_027315,CNC_Mill,2015,30627,47.38,22.55,82.72,71.15,100,88.59,127,3,1,FALSE,1,653,FALSE,,,48.67,,0
MC_027339,Mixer,2022,73200,48.58,1,67.33,68.4,72.13,136.1,290,4,2,FALSE,2,264,FALSE,,,,,0
MC_027384,Crane,2019,53118,64.36,6.82,72.18,55.49,69.95,-51.63,297,3,2,FALSE,4,412,FALSE,,,,,0
MC_027499,CNC_Mill,2018,82587,58.15,7.98,74.36,100,68.37,261.94,251,1,1,FALSE,3,197,FALSE,,,57.47,,0
MC_027577,Dryer,2021,66376,53.17,17.81,85.26,38.76,42.12,150.85,251,3,6,FALSE,2,344,FALSE,,,,,0
MC_027590,Shuttle_System,2017,4286,56.87,18.36,88.9,35.69,52.65,112.41,321,3,1,FALSE,1,887,FALSE,,,,,0
MC_027614,Pick_and_Place,2016,69389,48.31,10.49,59.62,57.84,99.87,99.44,343,8,1,TRUE,0,285,FALSE,,,,,4
MC_027689,Vision_System,2020,18588,63.93,10.13,72.21,39.61,93.72,24.21,46,7,1,FALSE,4,775,FALSE,,,,,0
